id,time,event,option1,sector,label,nr_jobs
2208,30.0027,Yahoo,VP Eng Search Marketplaces,search,search,4
2210,24.0,Oracle,Sr Software Eng,enterprise,internet,4
2210,31.0055,Yahoo,Tech Lead,search,internet,4
2210,36.0082,Microsoft,Sr Software Dev Eng,saas,internet,4
2210,37.0082,Zynga,Sr Software Eng,internet,internet,4
2213,31.0,Sun MicroSystem,Staff Eng,enterprise,enterprise,2
2213,39.2575,NetApp,Principal Software Eng,enterprise,enterprise,2
2214,26.0,IBM,Human Factors Intern,consulting,enterprise,4
2214,28.0027,Oracle,Sr Usability Eng,enterprise,enterprise,4
2214,30.0027,Cisco,Sr UserCentered Design Eng,enterprise,enterprise,4
2214,31.3342,Siebel System,Manage User Experience,enterprise,enterprise,4
2217,30.0,Microsoft,Software Dev Eng,saas,ecommerce,4
2217,34.0027,eBay,Member Tech Staff Applied Research,ecommerce,ecommerce,4
2217,37.0849,eBay,Applied Research Eng,ecommerce,ecommerce,4
2217,37.4219,eBay,Data Science Tech Lead,ecommerce,ecommerce,4
2218,26.0,Yahoo,Research Science,search,social_media,2
2218,30.0849,Twitter,Data Science,social_media,social_media,2
2219,29.0,Microsoft Research,Research Intern,research,social_media,5
2219,30.337,StanfoResearch Dev University,Research Assistant,research,social_media,5
2219,31.0849,Facebook,Software Eng Intern,social_media,social_media,5
2219,31.337,StanfoResearch Dev University,Teaching Assistant,research,social_media,5
2219,32.1671,LinkedIn,Software Eng,social_media,social_media,5
2220,29.0,Motorola,Lead Eng,hardware,consulting,2
2220,32.0027,IBM,Group Manage Sr Consult,consulting,consulting,2
2221,31.0,Netflix,Sr Software Eng,saas,saas,2
2221,33.9178,Microsoft,Principal Software Eng,saas,saas,2
2223,29.0,LinkedIn,Staff Software Eng Lead,social_media,search,2
2223,34.0027,Google,Member Tech Staff,search,search,2
2231,25.0,Microsoft,Eng Manage,saas,social_media,5
2231,27.589,Microsoft,Eng Tech Lead,saas,social_media,5
2231,31.1726,Microsoft,Principal Eng Manage,saas,social_media,5
2231,35.1753,LinkedIn,Eng Manage,social_media,social_media,5
2231,36.5096,LinkedIn,Sr Eng Manage,social_media,social_media,5
2233,31.0,Qualcomm,Software Eng Intern,hardware,social_media,4
2233,32.0,Google,Software Eng,search,social_media,4
2233,33.6712,Facebook,Software Eng,social_media,social_media,4
2233,34.9178,Facebook,Sr Software Eng,social_media,social_media,4
2234,25.0,Tata Consultancy Service,System Eng,consulting,research,3
2234,26.0,Tata Consultancy Service,Sr Software Eng,consulting,research,3
2234,27.7507,San Jose State University,Graduate Software Eng Student,research,research,3
2237,31.0,Twitter,Software Eng,social_media,hardware,2
2237,32.8329,Apple,Applied Science,hardware,hardware,2
2240,31.0,Nokia,Post PhD,hardware,internet,3
2240,33.0,Hulu,Associate Research,internet,internet,3
2240,36.0027,Hulu,Lead Research,internet,internet,3
2243,26.0,Arizona State University,Graduate Student,research,hardware,3
2243,26.4192,Arizona State University,Graduate Research Assistant,research,hardware,3
2243,28.7507,Intel,Physical Design Eng,hardware,hardware,3
2245,30.0,Microsoft,Research Intern,saas,hardware,3
2245,31.9178,Intel,Research,hardware,hardware,3
2245,34.0027,Intel,Sr Research,hardware,hardware,3
2246,25.0,Microsoft,Principal Science Lead,saas,internet,3
2246,27.0822,Microsoft,Principal Group Eng Manage,saas,internet,3
2246,27.9151,Uber,Sr Group Manage Data Science,internet,internet,3
2247,22.0,Cisco,Software Eng Intern,enterprise,hardware,2
2247,22.8356,Qualcomm,Software Eng,hardware,hardware,2
2248,31.0,University Illinois UrbanaChampaign,Research Assistant,research,research,3
2248,33.5014,NVIDIA,CUDA Intern,hardware,research,3
2248,33.6685,UC Berkeley,Graduate Student Research,research,research,3
2249,25.0,IBM,Software Dev Eng Intern,consulting,ecommerce,5
2249,26.3342,Amazon,Software Dev Eng Test,ecommerce,ecommerce,5
2249,27.3342,Amazon,Sr Software Dev Eng Test,ecommerce,ecommerce,5
2249,28.337,Amazon,Software Dev Eng,ecommerce,ecommerce,5
2249,30.1699,Amazon,Sr Software Dev Eng,ecommerce,ecommerce,5
2253,28.0,Salesforce,Principal Member Tech Staff,saas,social_media,3
2253,33.3342,salesforcecom,Architect,saas,social_media,3
2253,34.9205,Twitter,Sr Software Eng,social_media,social_media,3
2254,31.0,Microsoft Research Asia,Research Intern,research,research,2
2254,31.8329,Carnegie Mellon University,Research Assistant,research,research,2
2256,25.0,IBM,Sr Assoicate Program Manage,consulting,hardware,14
2256,28.0849,IBM,Sr Associate Program Desktop Manage,consulting,hardware,14
2256,29.0849,IBM,Staff Software Eng Test Lead,consulting,hardware,14
2256,30.6712,IBM,Staff Software Eng System Manage,consulting,hardware,14
2256,32.5918,IBM,Staff Software Eng Software,consulting,hardware,14
2256,33.0055,IBM,Advisory Software Eng Manage Central,consulting,hardware,14
2256,38.0904,IBM,Sr Software Eng IBM System Director,consulting,hardware,14
2256,39.926,IBM,Sr Software Eng Electronic Customer Care,consulting,hardware,14
2256,40.8493,IBM,Sr Software Eng Update Manage,consulting,hardware,14
2256,43.4301,IBM,Sr Tech Staff Member Service Support Manage,consulting,hardware,14
2256,47.263,IBM,Sr Tech Staff Member Service Architect,consulting,hardware,14
2256,48.1836,IBM,Sr Tech Staff Member Release Architect,consulting,hardware,14
2256,49.5178,IBM,Sr Tech Staff Member System Software Architect,consulting,hardware,14
2256,50.5178,Lenovo,Sr Eng Staff Member,hardware,hardware,14
2257,25.0,Cornell University,Software Eng Web Dev,research,enterprise,2
2257,26.0795,Oracle,Software Dev Eng,enterprise,enterprise,2
2258,30.0,ZTE,System Eng,hardware,enterprise,2
2258,33.0877,Cisco,Software Eng,enterprise,enterprise,2
2259,28.0,Facebook,Intern,social_media,search,3
2259,29.4192,Google,Software Eng,search,search,3
2259,30.8329,Google,Sr Software Eng Tech Lead,search,search,3
2261,25.0,Tencent,Sr Software Eng,ecommerce,search,4
2261,29.6712,Google,Software Eng,search,search,4
2261,30.9205,Google,Software Eng,search,search,4
2261,31.1726,Google,Software Eng,search,search,4
2265,25.0,Tata Consultancy Service,Sr Software Eng,consulting,enterprise,2
2265,27.4986,Sun MicroSystem,Software Eng Consult,enterprise,enterprise,2
2266,30.0,Microsoft,Program Manage,saas,search,4
2266,32.0027,Microsoft,Sr Program Manage Lead,saas,search,4
2266,37.0055,Microsoft,Principal Program Manage,saas,search,4
2266,37.7534,Google,Product Manage,search,search,4
2267,22.0,Infosys,Software Eng,consulting,saas,5
2267,27.0027,IBM,Research Intern,consulting,saas,5
2267,30.2575,Google,Software Eng,search,saas,5
2267,33.4274,Google,Sr Software Eng,search,saas,5
2267,34.4274,Microsoft,Sr Software Eng,saas,saas,5
2268,22.0,Oracle,Principal Eng,enterprise,search,2
2268,27.2548,Yahoo,Sr Software Dev,search,search,2
2269,31.0,Twitter,Sr Software Eng,social_media,search,2
2269,31.5808,Google,Software Eng,search,search,2
2275,31.0,Microsoft,Associate Research,saas,saas,4
2275,34.0027,Microsoft,Research,saas,saas,4
2275,36.0027,Microsoft Research Asia,Lead Research,research,saas,4
2275,38.0877,Microsoft,Principal Dev Lead,saas,saas,4
2278,25.0,San Jose State University,Teaching Assistant,research,consulting,3
2278,25.3342,San Jose State University,Research Assistant,research,consulting,3
2278,26.7479,IBM,Software Eng,consulting,consulting,3
2280,22.0,SAP,Software Eng Intern,enterprise,saas,5
2280,23.2466,Carnegie Mellon University,Graduate Teaching Assistant,research,saas,5
2280,23.4137,Amazon,Software Dev Eng Intern,ecommerce,saas,5
2280,23.6658,Carnegie Mellon University,Graduate Teaching Assistant,research,saas,5
2280,24.1699,Salesforce,Software Eng,saas,saas,5
2281,25.0,Microsoft Research,Research,research,saas,3
2281,36.1753,Microsoft,Sr Research,saas,saas,3
2281,36.9233,Microsoft,Principal Lead Research,saas,saas,3
2284,29.0,Sun MicroSystem,Sr Software Eng,enterprise,consulting,4
2284,31.0027,Sun MicroSystem,Manage Software Eng,enterprise,consulting,4
2284,35.0904,Sun MicroSystem,Staff Eng,enterprise,consulting,4
2284,39.8466,IBM,Sr Advisory Software Eng,consulting,consulting,4
2287,31.0,IBM,System Test Eng Intern,consulting,search,4
2287,32.4986,Intel,Software Eng Intern,hardware,search,4
2287,33.0,Baidu,Software Eng Intern,search,search,4
2287,34.0849,Baidu,Software Eng Regular,search,search,4
2290,28.0,Cisco,Director Sale Business Dev,enterprise,saas,2
2290,30.8329,Microsoft,Director head team,saas,saas,2
2291,28.0,Sun MicroSystem,Software Architect,enterprise,enterprise,6
2291,28.1671,Sun MicroSystem,Performance Eng,enterprise,enterprise,6
2291,31.0822,Sun MicroSystem,Staff Eng,enterprise,enterprise,6
2291,35.1699,Sun MicroSystem,Sr Staff Eng,enterprise,enterprise,6
2291,36.9205,NVIDIA,Sr Software Eng,hardware,enterprise,6
2291,37.3397,VMware,Sr Staff Eng Performance,enterprise,enterprise,6
2292,25.0,Microsoft,Software Dev Engn Test,saas,ecommerce,2
2292,30.0849,eBay,Staff Software Eng Lead Quality,ecommerce,ecommerce,2
2294,25.0,Amazon,Sr Speech Science,ecommerce,hardware,2
2294,26.0849,Apple,Sr Research Science,hardware,hardware,2
2295,22.0,Microsoft,Intern,saas,search,5
2295,22.5808,Baidu,Software Eng,search,search,5
2295,24.0,Baidu,Sr Eng,search,search,5
2295,26.0849,Baidu,Principal Eng,search,search,5
2295,30.3342,Baidu,Principal Architect,search,search,5
2297,26.0,Yahoo,Software Eng,search,saas,2
2297,28.5068,Microsoft,Applied Research,saas,saas,2
2298,31.0,SAP,Intern Dev,enterprise,ecommerce,2
2298,31.3288,eBay,Software Dev Intern,ecommerce,ecommerce,2
2300,25.0,PuResearch Devue University,Research Assistant,research,research,6
2300,25.663,Qualcomm,Software Eng Intern,hardware,research,6
2300,26.0,PuResearch Devue University,Research Assistant,research,research,6
2300,26.3342,PuResearch Devue University,Undergraduate Research Assistant,research,research,6
2300,27.663,Microsoft,Software Dev Eng research intern,saas,research,6
2300,27.9151,PuResearch Devue University,Graduate Research Assistant,research,research,6
2301,25.0,EMC,Principle Product Manage,enterprise,ecommerce,2
2301,27.9205,Amazon,Head Business Dev,ecommerce,ecommerce,2
2302,24.0,National Taiwan University,Research Assistant,research,research,3
2302,25.3315,National Taiwan University,Teaching Assistant,research,research,3
2302,27.4137,Academia Sinica,Research Assistant,research,research,3
2305,28.0,Sybase,Sr Software Dev,enterprise,search,5
2305,31.2521,SAP,Sr Software Dev,enterprise,search,5
2305,34.589,SAP,Sr Product Manage,enterprise,search,5
2305,38.8384,SAP,Sr Product Manage,enterprise,search,5
2305,39.5096,Baidu,Sr Product Manage Solution Architect,search,search,5
2306,28.0,IBM,Intern Software Eng,consulting,saas,4
2306,29.0,IBM,Staff Software Eng,consulting,saas,4
2306,32.9178,IBM,Staff Research,consulting,saas,4
2306,33.5041,Autodesk,Sr Software Eng,saas,saas,4
2308,31.0,Tata Consultancy Service,Software Dev Eng,consulting,ecommerce,4
2308,34.2548,eBay,Graduate Intern,ecommerce,ecommerce,4
2308,35.0027,Amazon,Software Dev Eng,ecommerce,ecommerce,4
2308,37.0877,Amazon,Software Dev Eng,ecommerce,ecommerce,4
2309,24.0,HewlettP,Department Manage,hardware,consulting,3
2309,26.1699,HewlettP,Chief Architect,hardware,consulting,3
2309,28.6658,IBM,Research Dev Eng Sr Manage,consulting,consulting,3
2315,30.0,Microsoft,Sr Tech Recruiting,saas,search,2
2315,30.7534,Google,Global Diversity Recruiting Lead,search,search,2
2317,26.0,Arizona State University,Graduate Research Associate,research,saas,5
2317,27.7479,IBM,Research Intern,consulting,saas,5
2317,29.0877,Amazon,Software Dev Eng,ecommerce,saas,5
2317,30.8356,Microsoft,Software Dev Eng,saas,saas,5
2317,31.6685,Microsoft,Applied Research,saas,saas,5
2318,30.0,IBM,Research Science,consulting,search,2
2318,31.3342,Google,Tech Lead Sr Software Eng,search,search,2
2319,24.0,Infosys,Program Analyst,consulting,social_media,8
2319,27.5068,Cisco,Principle Consult,enterprise,social_media,8
2319,29.6712,eBay,Sr Data Eng,ecommerce,social_media,8
2319,32.4247,eBay,Member Tech Staff,ecommerce,social_media,8
2319,33.7589,eBay,Manage Software Dev,ecommerce,social_media,8
2319,35.5123,eBay,Manage Software Dev,ecommerce,social_media,8
2319,37.5151,eBay,Data Science,ecommerce,social_media,8
2319,38.8438,Facebook,Data Science,social_media,social_media,8
2320,31.0,Oracle,Sr Software Eng,enterprise,enterprise,2
2320,36.0877,EMC,Principal Eng,enterprise,enterprise,2
2321,26.0,Yahoo,Service Eng,search,social_media,3
2321,28.2466,Yahoo,Sr Service Eng,search,social_media,3
2321,29.4164,Twitter,Tech Lead Sr Site Reliability Eng,social_media,social_media,3
2323,31.0,Siebel System,Staff Eng,enterprise,enterprise,4
2323,35.3315,Oracle,Consult Member Tech Staff,enterprise,enterprise,4
2323,35.5836,Yahoo,Director Eng,search,enterprise,4
2323,40.5014,EMC,Sr Director Eng,enterprise,enterprise,4
2324,25.0,eBay,Parttime Program,ecommerce,consulting,2
2324,25.3342,Accenture,Intern,consulting,consulting,2
2325,29.0,Yahoo,Research Eng Science,search,hardware,3
2325,31.5068,Yahoo,Research Science,search,hardware,3
2325,33.4219,Nokia,Sr Research Science,hardware,hardware,3
2326,28.0,Yahoo,Sr Principal Eng Science,search,hardware,2
2326,31.0822,Apple,Science Eng,hardware,hardware,2
2328,30.0,Cisco,Applied Dev,enterprise,social_media,5
2328,31.0,LinkedIn,Release Eng Intern,social_media,social_media,5
2328,31.589,LinkedIn,Eng,social_media,social_media,5
2328,33.2521,LinkedIn,Software Eng,social_media,social_media,5
2328,37.1726,LinkedIn,Sr Software Eng,social_media,social_media,5
2329,24.0,University Washington,Research Assistant,research,search,2
2329,30.0055,Google,Research Science,search,search,2
2331,24.0,Arizona State University,Grad Research Associate Image Video Usability Lab PhD student,research,hardware,2
2331,29.4219,Apple,compute Vision Image Processing Eng,hardware,hardware,2
2332,28.0,Arizona State University,Postdoc,research,saas,2
2332,28.6712,Microsoft,Sr Software Dev Eng,saas,saas,2
2335,28.0,Baidu,Sr Software Eng,search,search,2
2335,30.7507,Yahoo,Sr Software Sys Dev Eng,search,search,2
2339,30.0,Microsoft,Sr Product Manage,saas,social_media,2
2339,31.1671,LinkedIn,Director Eng Search Network Analyst,social_media,social_media,2
2340,28.0,Tata Consultancy Service,Unix Linux System Administrator,consulting,consulting,3
2340,28.7507,Tata Consultancy Service,Hadoop Administrator,consulting,consulting,3
2340,31.337,IBM,Big Data Consult,consulting,consulting,3
2341,28.0,Microsoft Research,Research Intern,research,research,2
2341,29.1671,Carnegie Mellon University,Research Assistant,research,research,2
2344,25.0,NetApp,Software Eng Manage,enterprise,enterprise,2
2344,27.2548,VMware,Sr Release Manage,enterprise,enterprise,2
2345,25.0,Qualcomm,compute Vision Intern,hardware,hardware,3
2345,25.6712,NVIDIA,Mobile compute Vision Intern,hardware,hardware,3
2345,26.2521,NVIDIA,Mobile compute Vision Dev,hardware,hardware,3
2349,30.0,Cornell University,Research Assistant,research,social_media,4
2349,35.1726,Yahoo,Science Ad Science,search,social_media,4
2349,38.589,Yahoo,Sr Science Ad Science,search,social_media,4
2349,38.8411,Facebook,Research Science,social_media,social_media,4
2352,28.0,IBM Software Group,Sr Software Eng,consulting,ecommerce,6
2352,35.0055,IBM,Sr Software Eng,consulting,ecommerce,6
2352,36.5014,Amazon,Principal Software Dev Eng,ecommerce,ecommerce,6
2352,40.6712,Amazon,Sr Manage Ad Optimization,ecommerce,ecommerce,6
2352,41.926,Groupon,Director Targeting Algorithm,ecommerce,ecommerce,6
2352,44.1726,Groupon,Sr Director Relevance Algorithm,ecommerce,ecommerce,6
2353,28.0,Microsoft,Software Design Eng,saas,social_media,3
2353,39.1726,Microsoft,Software Design Eng,saas,social_media,3
2353,40.589,Twitter,Software Eng,social_media,social_media,3
2362,29.0,Carnegie Mellon University,Master Student,research,search,3
2362,30.4219,Oracle,Software Eng,enterprise,search,3
2362,31.9178,Google,Software Eng,search,search,3
2363,29.0,Tencent,Sr Media Analyst,ecommerce,search,2
2363,30.7534,Baidu,Sr Manage for Strategy Planning on Monetization Commercialization,search,search,2
2365,31.0,Amazon,Software Dev Eng,ecommerce,enterprise,4
2365,32.0,Baidu,Sr Software Eng,search,enterprise,4
2365,33.337,Cisco,Sr Software Eng,enterprise,enterprise,4
2365,36.2548,VMware,Sr,enterprise,enterprise,4
2367,29.0,IBM,Research Manage,consulting,search,3
2367,35.0027,Baidu,Sr Architect,search,search,3
2367,37.4192,Baidu,Principal Architect,search,search,3
2371,28.0,Cisco,Software Eng Software Dev Manage,enterprise,enterprise,5
2371,33.5068,Cisco,Eng Manage,enterprise,enterprise,5
2371,38.5096,Cisco,Sr Software Dev Manage,enterprise,enterprise,5
2371,41.5123,Symantec,Software Eng Manage Security Tech Response,enterprise,enterprise,5
2371,42.5123,Juniper Networks,Sr Manage Cloud Security Eng,enterprise,enterprise,5
2374,30.0,University Illinois UrbanaChampaign,Research Assistant,research,saas,2
2374,36.0055,Adobe,Research Science,saas,saas,2
2377,28.0,Microsoft,Software Dev Eng,saas,ecommerce,2
2377,30.9178,Groupon,Full Stack Tech Lead Software Dev EngI Push Service Infrastructure,ecommerce,ecommerce,2
2380,30.0,Symantec,Sr Recruiting,enterprise,ecommerce,2
2380,33.7562,Alibaba,Staff Manage,ecommerce,ecommerce,2
2385,31.0,Yahoo,Tool Dev,search,saas,3
2385,31.2466,Juniper Networks,Sr Software Eng,enterprise,saas,3
2385,32.1616,Netflix,Sr Tool Eng,saas,saas,3
2386,30.0,Carnegie Mellon University,Master Student,research,enterprise,2
2386,30.8301,Oracle,Member Tech Staff,enterprise,enterprise,2
2388,25.0,Google,Software Eng Intern,search,social_media,3
2388,26.8356,Google,Sr Staff Software Eng Eng Manage,search,social_media,3
2388,33.6767,Facebook,Eng Manage,social_media,social_media,3
2390,31.0,Microsoft,Summer Research Intern,saas,social_media,4
2390,32.2521,UC Berkeley,Graduate student,research,social_media,4
2390,38.2575,LinkedIn,Applied Research,social_media,social_media,4
2390,39.1726,LinkedIn,Sr Applied Research,social_media,social_media,4
2392,30.0,Yahoo,Software Eng,search,saas,4
2392,32.2521,Yahoo,Software Eng,search,saas,4
2392,33.589,Yahoo,Sr Software Dev,search,saas,4
2392,35.1699,Microsoft,Software Dev,saas,saas,4
2394,28.0,Microsoft,Software Design Eng Test,saas,saas,5
2394,29.6685,Microsoft,Software Design Eng,saas,saas,5
2394,32.8384,salesforcecom,Sr Member Tech Staff,saas,saas,5
2394,34.1726,salesforcecom,Lead Member Tech Staff,saas,saas,5
2394,35.1726,Salesforce,Lead Member Tech Staff Software Eng,saas,saas,5
2395,24.0,Intel,Big Data Software Eng,hardware,ecommerce,4
2395,25.5041,Google,Software Eng,search,ecommerce,4
2395,25.9178,Tencent,Software Dev,ecommerce,ecommerce,4
2395,27.1699,Alibaba,Specialist,ecommerce,ecommerce,4
2397,29.0,IBM,Software Eng Intern,consulting,search,3
2397,29.8356,Baidu,Software Eng,search,search,3
2397,31.1699,Baidu,Sr Software Eng,search,search,3
2398,28.0,IBM,Integration Architect Almaden Research Center,consulting,social_media,5
2398,30.0027,Yahoo,Eng Manage Web Analyst Eng,search,social_media,5
2398,31.8356,Yahoo,Sr Eng Manage Yahoo Finance,search,social_media,5
2398,34.6712,Yahoo,Sr Eng Manage Performance Monitor,search,social_media,5
2398,35.6712,LinkedIn,Sr Eng Manage Tool,social_media,social_media,5
2399,30.0,University WisconsinMadison,Teaching Assistant,research,enterprise,5
2399,30.663,Oracle,Intern,enterprise,enterprise,5
2399,31.0,University WisconsinMadison,Research Assistant,research,enterprise,5
2399,31.6658,Oracle,Member Tech Staff,enterprise,enterprise,5
2399,34.337,Oracle,Sr Member Tech Staff,enterprise,enterprise,5
2400,22.0,Oracle,Applied Eng,enterprise,enterprise,3
2400,24.9151,Yahoo,Sr Dev,search,enterprise,3
2400,26.2521,Oracle,Sr Applied Eng,enterprise,enterprise,3
2404,26.0,IBM,Software Eng,consulting,enterprise,3
2404,30.0877,Sun MicroSystem,Software Eng Intern,enterprise,enterprise,3
2404,31.337,Sun MicroSystem,Member Tech Staff,enterprise,enterprise,3
2407,31.0,Infosys,Software Dev Eng Search Team,consulting,saas,4
2407,33.7507,salesforcecom,Software Dev Intern Big Data Analyst Team,saas,saas,4
2407,34.4219,salesforcecom,Associate Member Tech Staff Search Team,saas,saas,4
2407,35.4986,Salesforce,Member Tech Staff Search Team,saas,saas,4
2408,31.0,IBM,Sr Manage Personal System Software,consulting,consulting,4
2408,37.0027,IBM,Manage Global Small Medium Business Desktop Manage Service,consulting,consulting,4
2408,38.0055,IBM,Program Director Intellectual Asset Transformation Global Tech Service,consulting,consulting,4
2408,39.0904,IBM,Sr Manage Service Research,consulting,consulting,4
2409,31.0,Carnegie Mellon University,Graduate Research Assistant,research,ecommerce,2
2409,31.9233,Amazon,Software Dev Eng,ecommerce,ecommerce,2
2413,25.0,Yahoo,Trade Market Manage,search,hardware,3
2413,26.7534,Google,Head Market,search,hardware,3
2413,34.0904,Apple,Market Lead,hardware,hardware,3
2415,22.0,Microsoft Research Asia,Research Intern,research,search,6
2415,23.1671,Cornell University,Research Assistant,research,search,6
2415,24.5863,Google,Software Eng Intern,search,search,6
2415,25.2548,Microsoft,Software Dev Eng,saas,search,6
2415,26.2548,Google,Software Eng,search,search,6
2415,28.0027,Google,Sr Software Eng,search,search,6
2416,26.0,Microsoft,Microsoft CRM Software Dev Eng,saas,social_media,5
2416,28.4192,Microsoft,SharePoint Search Software Dev Eng,saas,social_media,5
2416,32.9205,Microsoft,Bing Software Dev Eng,saas,social_media,5
2416,34.5918,LinkedIn,Sr Software Eng,social_media,social_media,5
2416,36.5918,LinkedIn,Staff Software Eng,social_media,social_media,5
2417,22.0,Microsoft,Software Dev,saas,search,3
2417,32.2575,Amazon,Software Dev,ecommerce,search,3
2417,33.8411,Google,Sr Software Eng,search,search,3
2418,30.0,Motorola,Software Eng Contractor,hardware,saas,2
2418,30.4959,Microsoft,Software Design Eng,saas,saas,2
2419,22.0,Microsoft,Software Design Eng,saas,search,7
2419,23.0,Microsoft,Software Design Eng,saas,search,7
2419,25.0,Microsoft,Dev Lead,saas,search,7
2419,31.0055,Microsoft,Principal Dev Manage,saas,search,7
2419,33.0055,Microsoft,Principal Dev Manage,saas,search,7
2419,35.0082,Microsoft,Principal Dev Manage,saas,search,7
2419,38.011,Google,Eng Manage,search,search,7
2420,29.0,Microsoft,Sr Dev,saas,search,12
2420,32.2548,Microsoft,Sr Dev Lead Visual Studio for Devices,saas,search,12
2420,36.8384,Microsoft,Principal Dev Manage Dev Division China,saas,search,12
2420,38.2575,Microsoft,Principal Group Manage Parallel compute Platform,saas,search,12
2420,39.5096,Microsoft,Principal Group Manage Parallel compute Platform,saas,search,12
2420,40.9233,Microsoft,Principal Architect Tech compute,saas,search,12
2420,41.4274,Microsoft,Principal Dev Manage Tech compute,saas,search,12
2420,42.4274,Yahoo,Sr Director Eng Hadoop Cloud Service Mobile,search,search,12
2420,43.8438,Yahoo,Distinguished Architect Sr Director Eng,search,search,12
2420,45.3452,Yahoo,Distinguished Architect Sr Director Eng for Platforms Chief Architect Yahoo,search,search,12
2420,45.8438,Yahoo,Yahoo Beijing fice's Most Sr Lead,search,search,12
2420,46.263,Yahoo,Distinguished Architect Sr Director Eng on Monitor Notification Performance,search,search,12
2422,25.0,University Washington,Research Assistant,research,social_media,3
2422,29.5863,Amazon,Software Dev Eng,ecommerce,social_media,3
2422,31.0055,Twitter,Software Eng,social_media,social_media,3
2423,25.0,Oracle,Software Dev Intern,enterprise,internet,4
2423,26.0849,Oracle,Sr Member Tech Staff,enterprise,internet,4
2423,28.5041,Facebook,Software Eng,social_media,internet,4
2423,31.0877,Uber,Software Eng,internet,internet,4
2424,30.0,Oracle,Sr Solaris Eng,enterprise,enterprise,4
2424,30.4137,EMC,Sr Eng,enterprise,enterprise,4
2424,32.5014,EMC,Associate Principal Eng,enterprise,enterprise,4
2424,33.8356,EMC,Principal Software Eng,enterprise,enterprise,4
2427,28.0,Yahoo,Director Eng,search,internet,2
2427,30.4164,Uber,Head Predictive Analyst,internet,internet,2
2429,26.0,Carnegie Mellon University,Doctoral Cidate,research,search,2
2429,31.337,Google,Sr Software Eng Tech Lead,search,search,2
2431,29.0,eBay,Principal Software Eng,ecommerce,internet,4
2431,35.6712,Google,Seinor Software Eng,search,internet,4
2431,37.5096,Twitter,Sr Software Eng,social_media,internet,4
2431,38.9233,Uber,Sr Software Eng,internet,internet,4
2437,25.0,Microsoft,Intern,saas,saas,3
2437,26.7479,Tencent,Software Eng,ecommerce,saas,3
2437,27.5808,Autodesk,Software Eng,saas,saas,3
2438,22.0,IBM,Advisor IT specialist,consulting,ecommerce,2
2438,23.8329,eBay,Sr Dev,ecommerce,ecommerce,2
2439,25.0,StanfoResearch Dev University,Postdoc Scholar,research,saas,3
2439,27.5836,StanfoResearch Dev University,Research Science,research,saas,3
2439,31.6685,Netflix,Sr Data Science,saas,saas,3
2440,28.0,EMC,Research Science,enterprise,ecommerce,2
2440,30.0027,Alibaba,Sr Expert,ecommerce,ecommerce,2
2441,24.0,SAP,Dev Product Manage,enterprise,consulting,4
2441,28.0027,IBM,Solution Architect WebSphere Business Dev,consulting,consulting,4
2441,35.2548,IBM,Sr Tech Solution Architect,consulting,consulting,4
2441,42.3397,IBM,Fintech Client Executive,consulting,consulting,4
2443,22.0,Microsoft Research Asia,Research Intern,research,internet,3
2443,22.9178,Facebook,Software Eng,social_media,internet,3
2443,24.7507,Airbnb,Software Eng,internet,internet,3
2449,30.0,Google,Research Intern,search,ecommerce,2
2449,31.2521,Alibaba,Algorithm Eng,ecommerce,ecommerce,2
2450,25.0,Tata Consultancy Service,IT Analyst,consulting,saas,3
2450,29.2548,Microsoft,Sr Software Eng,saas,saas,3
2450,33.8384,Microsoft,Sr Data Science,saas,saas,3
2451,25.0,Oracle,Sale Consult Manage,enterprise,consulting,3
2451,28.4219,IBM,Growth Initiatives Worldwide Sale Lead IBM Analyst Platform,consulting,consulting,3
2451,35.3397,IBM,Open Source Analyst Program Research Dev Sale Lead for Big Data,consulting,consulting,3
2453,25.0,Nokia,Product Manage Product Market Manage India South Asia Maps Digital Mobile Product,hardware,saas,2
2453,28.2548,Microsoft,Sr Program Manage Apps Internet Digital Media Content Global Product Partnerships,saas,saas,2
2455,29.0,Nokia,UX Research Intern Nokia Research Center,hardware,research,2
2455,32.0877,Cornell University,Graduate Research Assistant,research,research,2
2456,22.0,IBM,Research Staff Member,consulting,hardware,3
2456,29.5096,Lenovo,Sr ResearchManage,hardware,hardware,3
2456,32.5973,Lenovo,Sr Manage Sr Research,hardware,hardware,3
2458,22.0,University Illinois UrbanaChampaign,Research Assistant,research,search,2
2458,27.8384,Google,Sr Software Eng,search,search,2
2459,22.0,Microsoft,Group Manage Research Advanced Tech Lab,saas,search,4
2459,24.4986,Microsoft,Sr Product Manage,saas,search,4
2459,27.0877,Microsoft,Sr Product Manage,saas,search,4
2459,29.0055,Yahoo,Director Product Manage Yahoo Search,search,search,4
2463,25.0,Motorola,Software Eng,hardware,search,3
2463,27.8356,Nokia,Software Design Project Lead,hardware,search,3
2463,31.0877,Yahoo,Sr Software Eng,search,search,3
2464,30.0,Microsoft,Research Intern,saas,search,2
2464,32.4959,Google,Software Eng Intern,search,search,2
2465,22.0,HewlettP,Eng Intern,hardware,enterprise,3
2465,22.411,HewlettP,System Software Eng,hardware,enterprise,3
2465,26.2466,VMware,Intern Virtual Machine Monitor,enterprise,enterprise,3
2466,31.0,Oracle,Member Tech Staff,enterprise,ecommerce,3
